GKPBarcode,Date,Lot,GKP,Box,Pre,Preform,Color,LDR,PCR,PtPerGay,WtSkid,Machine,Shipped,ShipDate,MachineNo,BRNumber
3243,4/6/2018 3:44:00 PM,PF0018048,447,85,PRE33BIG33,33 x 400 big bead 32.6g (33.1),Clear,0,0,9000,329.2,300T,Shipped,4/6/2018 3:44:29 PM,2,BR1231
